494.993, 365.911, 187.295, 10000
114.642, 240.872, 69.034, 10000
140.196, 442.541, 82.3083, 10000
339.74, 168.296, 91.5015, 10000
138.57, 347.651, 303.237, 10000
228.559, 389.007, 254.496, 10000
401.425, 108.762, 357.983, 10000
304.449, 305.974, 463.836, 10000
469.941, 450.539, 150.038, 10000
236.116, 73.8904, 36.3767, 10000
33.8461, 494.9, 54.6258, 10000
270.31, 493.859, 67.9947, 10000
109.428, 381.067, 511, 9759
166.722, 209.807, 168.902, 10000
233.2, 348.378, 511, 7782
0.412223, 65.9364, 394.56, 10000
229.885, 467.362, 503.321, 10000
51.844, 260.811, 298.295, 10000
490.656, 219.752, 237.834, 10000
104.67, 455.867, 311.724, 10000
223.258, 408.319, 261.488, 10000
509.958, 13.3647, 190.348, 10000
278.317, 43.5021, 407.507, 10000
322.357, 152.931, 277.575, 10000
297.938, 319.653, 487.382, 10000
441.816, 41.8526, 324.76, 10000
422.344, 42.2648, 390.696, 10000
280.88, 272.149, 347.058, 10000
248.177, 323.993, 96.8693, 10000
10.4482, 303.649, 316.62, 10000
384.209, 252.167, 415.092, 10000
116.046, 439.861, 166.636, 10000
140.57, 291.682, 233.851, 10000
12.0534, 103.039, 386.781, 10000
264.604, 400.977, 195.434, 10000
215.963, 331.793, 237.287, 10000
4.69847, 243.137, 279.551, 10000
370.371, 13.0169, 40.6753, 10000
181.405, 261.194, 364.694, 10000
253.25, 271.642, 157.343, 10000
87.0839, 437.619, 435.407, 10000
116.722, 196.929, 418.266, 10000
435.634, 123.429, 359.708, 10000
133.461, 135.482, 462.747, 10000
495.218, 400.086, 352.723, 10000
154.628, 105.049, 173.516, 10000
366.891, 109.747, 416.653, 10000
110.418, 480.118, 429.67, 10000
126.095, 150.523, 179.864, 10000
465.765, 403.772, 451.507, 10000
504.932, 12.881, 282.041, 10000
265.464, 393.938, 428.46, 10000
159.724, 121.563, 30.6722, 10000
494.408, 255.024, 166.176, 10000
421.13, 239.242, 55.2264, 10000
237.83, 393.87, 160.312, 10000
386.322, 249.761, 270.059, 10000
266.952, 360.179, 239.177, 10000
160.598, 486.273, 389.7, 10000
315.438, 441.038, 282.473, 10000
230.921, 17.1222, 209.091, 10000
130.304, 133.844, 406.02, 10000
12.5459, 293.568, 511, 3374
18.2163, 276.975, 271.607, 10000
159.369, 187.106, 510.849, 10000
189.608, 424.936, 393.719, 10000
324.896, 300.258, 132.48, 10000
58.9308, 56.2093, 492.658, 10000
273.084, 216.807, 467.932, 10000
126.761, 21.2457, 397.97, 10000
459.124, 338.59, 422.704, 10000
57.2768, 382.471, 37.9117, 10000
438.273, 395.017, 331.504, 10000
429.832, 413.233, 97.4795, 10000
165.414, 61.6021, 284.585, 10000
140.239, 251.21, 198.521, 10000
508.934, 65.1052, 498.778, 10000
105.39, 124.036, 43.9598, 10000
62.0238, 397.12, 260.795, 10000
30.5681, 260.472, 68.9722, 10000
240.101, 167.898, 415.305, 10000
12.3557, 110.282, 478.974, 10000
245.946, 454.367, 405.679, 10000
258.858, 381.64, 289.696, 10000
54.3375, 300.471, 191.929, 10000
126.793, 465.886, 253.531, 10000
386.354, 95.125, 504.741, 10000
48.8501, 93.0591, 58.8083, 10000
11.6044, 198.449, 182.882, 10000
276.032, 25.5342, 310.889, 10000
266.339, 254.404, 81.8729, 10000
455.762, 458.681, 242.374, 10000
10.5393, 356.228, 422.341, 10000
391.194, 104.085, 292.981, 10000
144.865, 158.423, 82.4429, 10000
311.77, 285.216, 37.3143, 10000
29.2773, 160.569, 132.463, 10000
508.994, 209.419, 225.522, 10000
31.816, 221.024, 423.971, 10000
142.363, 104.417, 240.684, 10000
290.783, 338.069, 247.615, 10000
290.512, 19.2864, 27.1065, 10000
233.462, 29.8257, 383.357, 10000
119.779, 421.02, 487.442, 10000
387.736, 54.885, 134.865, 10000
445.164, 366.655, 420.081, 10000
457.479, 395.933, 69.6207, 10000
53.918, 393.927, 279.069, 10000
254.416, 425.742, 500.093, 10000
189.674, 251.592, 173.444, 10000
233.652, 6.93074, 427.848, 10000
182.607, 117.581, 266.902, 10000
184.712, 351.042, 296.727, 10000
32.0449, 470.821, 206.747, 10000
494.463, 347.557, 261.632, 10000
93.3045, 281.721, 117.288, 10000
488.361, 228.2, 511, 9113
21.9873, 282.118, 396.146, 10000
6.84532, 188.193, 302.948, 10000
246.733, 84.1693, 65.4782, 10000
171.991, 373.056, 418.526, 10000
167.353, 130.287, 359.955, 10000
409.23, 314.999, 199.997, 10000
169.934, 347.044, 159.818, 10000
351.657, 330.508, 507.375, 10000
77.2645, 423.812, 278.096, 10000
169.528, 401.173, 506.296, 10000
146.723, 423.161, 277.414, 10000
55.5914, 172.08, 439.615, 10000
292.71, 428.294, 470.845, 10000
366.878, 397.09, 511, 726
389.341, 29.4087, 37.7892, 10000
213.272, 438.639, 352.813, 10000
388.245, 97.573, 188.857, 10000
12.0391, 449.23, 511, 6658
494.39, 15.4941, 432.177, 10000
236.462, 185.022, 322.35, 10000
206.734, 331.745, 234.511, 10000
423.089, 136.898, 43.7278, 10000
309.769, 362.946, 164.056, 10000
160.869, 292.291, 202.054, 10000
43.3712, 170.632, 231.463, 10000
56.1607, 383.904, 159.102, 10000
383.95, 261.149, 256.675, 10000
36.7827, 273.188, 194.904, 10000
20.1233, 256.578, 210.399, 10000
427.276, 493.041, 395.42, 10000
213.602, 188.775, 216.165, 10000
449.186, 232.987, 26.5789, 10000
226.048, 120.3, 339.998, 10000
113.743, 12.8149, 456.347, 10000
290.773, 56.1861, 115.98, 10000
497.211, 112.347, 499.884, 10000
120.289, 496.296, 250.033, 10000
351.94, 22.079, 511, 5117
10.8205, 42.2024, 268.8, 10000
196.195, 469.478, 250.84, 10000
454.023, 233.234, 363.113, 10000
494.513, 498.698, 246.051, 10000
404.496, 507.681, 441.275, 10000
324.818, 287.454, 497.461, 10000
415.774, 273.665, 98.8079, 10000
379.633, 393.955, 84.0968, 10000
93.6423, 234.895, 106.183, 10000
80.8396, 245.715, 148.385, 10000
324.615, 441.91, 106.864, 10000
39.4318, 497.502, 278.944, 10000
291.005, 297.85, 342.69, 10000
417.578, 454.399, 493.193, 10000
386.949, 392.194, 242.732, 10000
292.199, 206.012, 511, 2333
253.636, 110.786, 292.851, 10000
327.419, 490.419, 175.806, 10000
386.499, 73.0614, 410.7, 10000
467.658, 153.901, 145.415, 10000
